RegionName,ParkName,ParkType,Year,TRV
Intermountain  Region,Grand Teton NP,National Park,2017,"3,317,000"
Intermountain  Region,Grand Teton NP,National Park,2016,"3,270,076"
Intermountain  Region,Grand Teton NP,National Park,2015,"3,149,921"
Intermountain  Region,Grand Teton NP,National Park,2014,"2,791,392"
Intermountain  Region,Grand Teton NP,National Park,2013,"2,688,794"
Intermountain  Region,Grand Teton NP,National Park,2012,"2,705,256"
Intermountain  Region,Grand Teton NP,National Park,2011,"2,587,437"
Intermountain  Region,Grand Teton NP,National Park,2010,"2,669,374"
Intermountain  Region,Grand Teton NP,National Park,2009,"2,580,081"
Intermountain  Region,Grand Teton NP,National Park,2008,"2,485,987"
Intermountain  Region,Grand Teton NP,National Park,2007,"2,588,574"
Intermountain  Region,Grand Teton NP,National Park,2006,"2,406,476"
Intermountain  Region,Grand Teton NP,National Park,2005,"2,463,442"
Intermountain  Region,Grand Teton NP,National Park,2004,"2,360,373"
Intermountain  Region,Grand Teton NP,National Park,2003,"2,355,693"
Intermountain  Region,Grand Teton NP,National Park,2002,"2,612,629"
Intermountain  Region,Grand Teton NP,National Park,2001,"2,535,108"
Intermountain  Region,Grand Teton NP,National Park,2000,"2,590,624"
Intermountain  Region,Grand Teton NP,National Park,1999,"2,680,025"
Intermountain  Region,Grand Teton NP,National Park,1998,"2,757,060"
Intermountain  Region,Grand Teton NP,National Park,1997,"2,658,762"
Intermountain  Region,Grand Teton NP,National Park,1996,"2,733,439"
Intermountain  Region,Grand Teton NP,National Park,1995,"2,731,015"
Intermountain  Region,Grand Teton NP,National Park,1994,"2,540,699"
Intermountain  Region,Grand Teton NP,National Park,1993,"2,568,689"
Intermountain  Region,Grand Teton NP,National Park,1992,"1,744,636"
Intermountain  Region,Grand Teton NP,National Park,1991,"1,625,752"
Intermountain  Region,Grand Teton NP,National Park,1990,"1,588,253"
Intermountain  Region,Grand Teton NP,National Park,1989,"1,331,659"
Intermountain  Region,Grand Teton NP,National Park,1988,"1,232,691"
Intermountain  Region,Grand Teton NP,National Park,1987,"1,450,791"
Intermountain  Region,Grand Teton NP,National Park,1986,"1,306,322"
Intermountain  Region,Grand Teton NP,National Park,1985,"1,334,483"
Intermountain  Region,Grand Teton NP,National Park,1984,"1,360,898"
Intermountain  Region,Grand Teton NP,National Park,1983,"1,532,035"
Intermountain  Region,Grand Teton NP,National Park,1982,"2,534,029"
Intermountain  Region,Grand Teton NP,National Park,1981,"2,643,644"
Intermountain  Region,Grand Teton NP,National Park,1980,"2,555,627"
Intermountain  Region,Grand Teton NP,National Park,1979,"2,446,171"
Intermountain  Region,Grand Teton NP,National Park,1978,"3,160,026"
Intermountain  Region,Grand Teton NP,National Park,1977,"3,258,000"
Intermountain  Region,Grand Teton NP,National Park,1976,"2,834,700"
Intermountain  Region,Grand Teton NP,National Park,1975,"2,173,500"
Intermountain  Region,Grand Teton NP,National Park,1974,"2,392,900"
Intermountain  Region,Grand Teton NP,National Park,1973,"2,228,600"
Intermountain  Region,Grand Teton NP,National Park,1972,"2,490,266"
Intermountain  Region,Grand Teton NP,National Park,1971,"2,556,400"
Intermountain  Region,Grand Teton NP,National Park,1970,"3,352,500"
Intermountain  Region,Grand Teton NP,National Park,1969,"3,134,400"
Intermountain  Region,Grand Teton NP,National Park,1968,"2,970,300"
Intermountain  Region,Grand Teton NP,National Park,1967,"2,643,700"
Intermountain  Region,Grand Teton NP,National Park,1966,"2,673,100"
Intermountain  Region,Grand Teton NP,National Park,1965,"2,507,000"
Intermountain  Region,Grand Teton NP,National Park,1964,"2,456,800"
Intermountain  Region,Grand Teton NP,National Park,1963,"2,158,800"
Intermountain  Region,Grand Teton NP,National Park,1962,"1,799,400"
Intermountain  Region,Grand Teton NP,National Park,1961,"1,492,400"
Intermountain  Region,Grand Teton NP,National Park,1960,"1,429,900"
Intermountain  Region,Grand Teton NP,National Park,1959,"1,529,600"
Intermountain  Region,Grand Teton NP,National Park,1958,"1,428,500"
Intermountain  Region,Grand Teton NP,National Park,1957,"1,306,300"
Intermountain  Region,Grand Teton NP,National Park,1956,"1,197,200"
Intermountain  Region,Grand Teton NP,National Park,1955,"1,104,700"
Intermountain  Region,Grand Teton NP,National Park,1954,"1,003,500"
Intermountain  Region,Grand Teton NP,National Park,1953,"942,966"
Intermountain  Region,Grand Teton NP,National Park,1952,"785,343"
Intermountain  Region,Grand Teton NP,National Park,1951,"637,785"
Intermountain  Region,Grand Teton NP,National Park,1950,"189,286"
Intermountain  Region,Grand Teton NP,National Park,1949,"166,506"
Intermountain  Region,Grand Teton NP,National Park,1948,"153,054"
Intermountain  Region,Grand Teton NP,National Park,1947,"142,975"
Intermountain  Region,Grand Teton NP,National Park,1946,"136,441"
Intermountain  Region,Grand Teton NP,National Park,1945,"41,349"
Intermountain  Region,Grand Teton NP,National Park,1944,"19,978"
Intermountain  Region,Grand Teton NP,National Park,1943,"8,203"
Intermountain  Region,Grand Teton NP,National Park,1942,"33,808"
Intermountain  Region,Grand Teton NP,National Park,1941,"125,489"
Intermountain  Region,Grand Teton NP,National Park,1940,"103,324"
Intermountain  Region,Grand Teton NP,National Park,1939,"87,133"
Intermountain  Region,Grand Teton NP,National Park,1938,"153,353"
Intermountain  Region,Grand Teton NP,National Park,1937,"135,000"
Intermountain  Region,Grand Teton NP,National Park,1936,"125,000"
Intermountain  Region,Grand Teton NP,National Park,1935,"100,000"
Intermountain  Region,Grand Teton NP,National Park,1934,"75,000"
Intermountain  Region,Grand Teton NP,National Park,1933,"42,500"
Intermountain  Region,Grand Teton NP,National Park,1932,"40,000"
Intermountain  Region,Grand Teton NP,National Park,1931,"62,000"
Intermountain  Region,Grand Teton NP,National Park,1930,"60,000"
Intermountain  Region,Grand Teton NP,National Park,1929,"51,500"
Intermountain  Region,Grand Teton NP,National Park,1928,
Intermountain  Region,Grand Teton NP,National Park,1927,
Intermountain  Region,Grand Teton NP,National Park,1926,
Intermountain  Region,Grand Teton NP,National Park,1925,
Intermountain  Region,Grand Teton NP,National Park,1924,
Intermountain  Region,Grand Teton NP,National Park,1923,
Intermountain  Region,Grand Teton NP,National Park,1922,
Intermountain  Region,Grand Teton NP,National Park,1921,
Intermountain  Region,Grand Teton NP,National Park,1920,
Intermountain  Region,Grand Teton NP,National Park,1919,
Intermountain  Region,Grand Teton NP,National Park,1918,
Intermountain  Region,Grand Teton NP,National Park,1917,
Intermountain  Region,Grand Teton NP,National Park,1916,
Intermountain  Region,Grand Teton NP,National Park,1915,
Intermountain  Region,Grand Teton NP,National Park,1914,
Intermountain  Region,Grand Teton NP,National Park,1913,
Intermountain  Region,Grand Teton NP,National Park,1912,
Intermountain  Region,Grand Teton NP,National Park,1911,
Intermountain  Region,Grand Teton NP,National Park,1910,
Intermountain  Region,Grand Teton NP,National Park,1909,
Intermountain  Region,Grand Teton NP,National Park,1908,
Intermountain  Region,Grand Teton NP,National Park,1907,
Intermountain  Region,Grand Teton NP,National Park,1906,
Intermountain  Region,Grand Teton NP,National Park,1905,
Intermountain  Region,Grand Teton NP,National Park,1904,
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,2022,"493,428"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,2021,"602,613"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,2020,"461,532"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,2019,"527,546"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,2018,"442,905"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,2017,"486,935"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,2016,"388,308"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,2015,"299,513"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,2014,"271,774"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,2013,"242,841"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,2012,"254,674"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,2011,"280,058"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,2010,"283,284"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,2009,"289,955"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,2008,"273,903"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,2007,"285,121"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,2006,"258,660"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,2005,"279,589"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,2004,"267,204"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,2003,"251,375"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,2002,"234,776"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,2001,"277,523"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,2000,"260,789"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,1999,"286,745"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,1998,"279,768"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,1997,"309,855"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,1996,"309,283"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,1995,"323,663"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,1994,"312,225"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,1993,"294,282"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,1992,"290,654"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,1991,"295,070"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,1990,"272,136"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,1989,"266,321"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,1988,"274,286"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,1987,"225,937"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,1986,"221,449"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,1985,"182,713"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,1984,"141,833"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,1983,"150,177"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,1982,"175,273"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,1981,"172,505"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,1980,"142,427"
Intermountain  Region,Great Sand Dunes NP & PRES,National Park,1979,"162,546"
